Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides CRC1	Peptides CRC10	Peptides CRC2	Peptides CRC3	Peptides CRC4	Peptides CRC5	Peptides CRC6	Peptides CRC7	Peptides CRC8	Peptides CRC9	Peptides NMT1	Peptides NMT10	Peptides NMT2	Peptides NMT3	Peptides NMT4	Peptides NMT5	Peptides NMT6	Peptides NMT7	Peptides NMT8	Peptides NMT9	Razor + unique peptides CRC1	Razor + unique peptides CRC10	Razor + unique peptides CRC2	Razor + unique peptides CRC3	Razor + unique peptides CRC4	Razor + unique peptides CRC5	Razor + unique peptides CRC6	Razor + unique peptides CRC7	Razor + unique peptides CRC8	Razor + unique peptides CRC9	Razor + unique peptides NMT1	Razor + unique peptides NMT10	Razor + unique peptides NMT2	Razor + unique peptides NMT3	Razor + unique peptides NMT4	Razor + unique peptides NMT5	Razor + unique peptides NMT6	Razor + unique peptides NMT7	Razor + unique peptides NMT8	Razor + unique peptides NMT9	Unique peptides CRC1	Unique peptides CRC10	Unique peptides CRC2	Unique peptides CRC3	Unique peptides CRC4	Unique peptides CRC5	Unique peptides CRC6	Unique peptides CRC7	Unique peptides CRC8	Unique peptides CRC9	Unique peptides NMT1	Unique peptides NMT10	Unique peptides NMT2	Unique peptides NMT3	Unique peptides NMT4	Unique peptides NMT5	Unique peptides NMT6	Unique peptides NMT7	Unique peptides NMT8	Unique peptides NMT9	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type CRC1	Identification type CRC10	Identification type CRC2	Identification type CRC3	Identification type CRC4	Identification type CRC5	Identification type CRC6	Identification type CRC7	Identification type CRC8	Identification type CRC9	Identification type NMT1	Identification type NMT10	Identification type NMT2	Identification type NMT3	Identification type NMT4	Identification type NMT5	Identification type NMT6	Identification type NMT7	Identification type NMT8	Identification type NMT9	Sequence coverage CRC1 [%]	Sequence coverage CRC10 [%]	Sequence coverage CRC2 [%]	Sequence coverage CRC3 [%]	Sequence coverage CRC4 [%]	Sequence coverage CRC5 [%]	Sequence coverage CRC6 [%]	Sequence coverage CRC7 [%]	Sequence coverage CRC8 [%]	Sequence coverage CRC9 [%]	Sequence coverage NMT1 [%]	Sequence coverage NMT10 [%]	Sequence coverage NMT2 [%]	Sequence coverage NMT3 [%]	Sequence coverage NMT4 [%]	Sequence coverage NMT5 [%]	Sequence coverage NMT6 [%]	Sequence coverage NMT7 [%]	Sequence coverage NMT8 [%]	Sequence coverage NMT9 [%]	Intensity	Intensity CRC1	Intensity CRC10	Intensity CRC2	Intensity CRC3	Intensity CRC4	Intensity CRC5	Intensity CRC6	Intensity CRC7	Intensity CRC8	Intensity CRC9	Intensity NMT1	Intensity NMT10	Intensity NMT2	Intensity NMT3	Intensity NMT4	Intensity NMT5	Intensity NMT6	Intensity NMT7	Intensity NMT8	Intensity NMT9	iBAQ peptides	iBAQ	iBAQ CRC1	iBAQ CRC10	iBAQ CRC2	iBAQ CRC3	iBAQ CRC4	iBAQ CRC5	iBAQ CRC6	iBAQ CRC7	iBAQ CRC8	iBAQ CRC9	iBAQ NMT1	iBAQ NMT10	iBAQ NMT2	iBAQ NMT3	iBAQ NMT4	iBAQ NMT5	iBAQ NMT6	iBAQ NMT7	iBAQ NMT8	iBAQ NMT9	LFQ intensity CRC1	LFQ intensity CRC10	LFQ intensity CRC2	LFQ intensity CRC3	LFQ intensity CRC4	LFQ intensity CRC5	LFQ intensity CRC6	LFQ intensity CRC7	LFQ intensity CRC8	LFQ intensity CRC9	LFQ intensity NMT1	LFQ intensity NMT10	LFQ intensity NMT2	LFQ intensity NMT3	LFQ intensity NMT4	LFQ intensity NMT5	LFQ intensity NMT6	LFQ intensity NMT7	LFQ intensity NMT8	LFQ intensity NMT9	MS/MS count CRC1	MS/MS count CRC10	MS/MS count CRC2	MS/MS count CRC3	MS/MS count CRC4	MS/MS count CRC5	MS/MS count CRC6	MS/MS count CRC7	MS/MS count CRC8	MS/MS count CRC9	MS/MS count NMT1	MS/MS count NMT10	MS/MS count NMT2	MS/MS count NMT3	MS/MS count NMT4	MS/MS count NMT5	MS/MS count NMT6	MS/MS count NMT7	MS/MS count NMT8	MS/MS count NMT9	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions	Taxonomy IDs
P04792	P04792	1	1	1	Heat shock protein beta-1	HSPB1	sp|P04792|HSPB1_HUMAN Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	5.4	5.4	5.4	22.782	205	205	0	12.73	By MS/MS		By MS/MS		By matching	By matching			By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.4	0	5.4	0	5.4	5.4	0	0	5.4	0	5.4	5.4	5.4	5.4	5.4	0	5.4	5.4	5.4	5.4	85584000	371660	0	325810	0	379860	324340	0	0	1925300	0	1933900	10263000	3137000	3135000	447170	0	15212000	16549000	16305000	15275000	14	6113100	26547	0	23272	0	27133	23167	0	0	137520	0	138140	733100	224070	223930	31941	0	1086500	1182100	1164600	1091100	0	0	0	0	0	0	0	0	0	0	0	8605900	4138600	4130400	0	0	12078000	11909000	18944000	20070000	1	0	1	0	0	0	0	0	1	0	3	6	3	3	1	0	5	5	7	7	43				30	158	True	161	769;770;771;772;773;774;775;776;777;778;779;780;781;782;783;784;785;786;787;788;789	584;585;586;587;588;589;590;591;592;593;594;595;596;597;598;599;600;601;602;603;604;605;606;607;608;609;610;611;612;613;614;615;616;617;618;619;620;621;622;623;624;625;626	606					9606
P06454	P06454	1	1	1	Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1	PTMA	sp|P06454|PTMA_HUMAN Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	12.6	12.6	12.6	12.203	111	111	0	323.31	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS			By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	12.6	12.6	12.6	12.6	12.6	12.6	0	0	12.6	0	12.6	12.6	12.6	12.6	12.6	0	12.6	12.6	12.6	12.6	18476000	1882500	220970	1580800	1825300	1778300	1970900	0	0	341760	0	460240	1014900	596740	675270	108500	0	1273500	1747800	1749400	1249000	3	6158700	627510	73655	526920	608440	592760	656980	0	0	113920	0	153410	338290	198910	225090	36167	0	424510	582610	583140	416340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249000	6	0	5	4	5	6	0	0	0	0	3	3	4	3	4	0	2	3	4	3	55				31	129	True	130	542;543;544;545;546;547;548;549;550;551;552;553;554;555;556;557;558	311;312;313;314;315;316;317;318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365	314					9606
P07148	P07148	1	1	1	Fatty acid-binding protein, liver	FABP1	sp|P07148|FABPL_HUMAN Fatty acid-binding protein, liver OS=Homo sapiens OX=9606 GN=FABP1 PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	12.6	12.6	12.6	14.208	127	127	0.020408	0.62392											By MS/MS		By MS/MS	By MS/MS	By matching						0	0	0	0	0	0	0	0	0	0	12.6	0	12.6	12.6	12.6	0	0	0	0	0	2433100	0	0	0	0	0	0	0	0	0	0	597080	0	828720	861490	145790	0	0	0	0	0	7	347580	0	0	0	0	0	0	0	0	0	0	85297	0	118390	123070	20828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0	8				32	166	True	169	810;811;812;813	640;641;642;643;644;645;646;647	645					9606
P08670	P08670	1	1	1	Vimentin	VIM	sp|P08670|VIME_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	4.5	4.5	4.5	53.651	466	466	0.017241	0.44986							By matching										By MS/MS	By matching		By MS/MS	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	4.5	4.5	0	4.5	806260	0	0	0	0	0	0	93665	0	0	0	0	0	0	0	0	0	173700	273650	0	265240	34	23713	0	0	0	0	0	0	2754.9	0	0	0	0	0	0	0	0	0	5109	8048.4	0	7801.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3				33	165	True	168	806;807;808;809	637;638;639	637					9606
P08758	P08758	1	1	1	Annexin A5	ANXA5	sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	5	5	5	35.936	320	320	1	-2									By matching			By matching					By MS/MS	By matching	By matching	By matching	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			34	42	True	42	196;197;198;199;200;201	140	140		12;82;83		105;111;116	9606
P09565	P09565	1	1	1	Putative insulin-like growth factor 2-associated protein		sp|P09565|IG2R_HUMAN Putative insulin-like growth factor 2-associated protein OS=Homo sapiens OX=9606 GN=GIG44 PE=1 SV=2	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15.9	15.9	15.9	12.087	113	113	0.0087719	0.15326	By MS/MS		By matching								By matching										15.9	0	15.9	0	0	0	0	0	0	0	15.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				35	105	True	106	436;437;438	253	253		84		2	9606
P0C853	P0C853	1	1	1	Putative uncharacterized protein BAALC-AS2	BAALC-AS2	sp|P0C853|BAAS2_HUMAN Putative uncharacterized protein BAALC-AS2 OS=Homo sapiens OX=9606 GN=BAALC-AS2 PE=5 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	11.4	11.4	11.4	11.579	105	105	0.013158	0.37938														By matching				By matching	By MS/MS	By matching	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4	0	0	0	11.4	11.4	11.4	240380	0	0	0	0	0	0	0	0	0	0	0	0	0	34331	0	0	0	50795	78267	76989	3	80127	0	0	0	0	0	0	0	0	0	0	0	0	0	11444	0	0	0	16932	26089	25663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				36	142	True	145	689;690;691;692	538	538					9606
P10412	P10412	7	7	3	Histone H1.4	HIST1H1E	sp|P10412|H14_HUMAN Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2	1	7	7	3	1	0	4	0	3	0	0	0	0	0	2	5	4	5	2	0	6	5	7	7	1	0	4	0	3	0	0	0	0	0	2	5	4	5	2	0	6	5	7	7	1	0	2	0	2	0	0	0	0	0	2	2	1	2	2	0	2	2	3	3	23.7	23.7	9.6	21.865	219	219	0	106.1	By matching		By matching		By matching						By MS/MS	By MS/MS	By matching	By MS/MS	By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS	9.6	0	15.5	0	15.5	0	0	0	0	0	9.6	23.7	21.5	23.7	9.6	0	23.7	23.7	23.7	23.7	36590000	208410	0	320750	0	293280	0	0	0	0	0	411350	2466200	347080	722800	55069	0	9627100	5335600	5906300	10897000	9	4065600	23157	0	35639	0	32587	0	0	0	0	0	45706	274020	38565	80311	6118.8	0	1069700	592840	656260	1210700	0	0	233630	0	385960	0	0	0	0	0	492850	2431900	379360	394550	65614	0	7393500	7584000	7603600	9152000	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	7	8	8	10	40				37	5;56;68;69;134;135;136	True;True;True;True;True;True;True	5;57;69;70;136;137;138;139	30;31;32;33;34;35;36;262;263;264;265;266;267;268;308;309;310;311;312;313;314;315;316;317;318;319;320;624;625;626;627;628;629;630;631;632;633;634;635;636;637;638;639;640;641;642;643;644;645;646;647;648	19;20;21;22;169;170;171;172;173;174;195;196;197;198;199;200;201;471;472;473;474;475;476;477;478;479;480;481;482;483;484;485;486;487;488;489;490;491;492;493	22;169;195;199;471;477;484					9606
P10586	P10586	1	1	1	Receptor-type tyrosine-protein phosphatase F	PTPRF	sp|P10586|PTPRF_HUMAN Receptor-type tyrosine-protein phosphatase F OS=Homo sapiens OX=9606 GN=PTPRF PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0.9	0.9	0.9	212.88	1907	1907	0.0076336	0.12606							By matching	By matching		By matching							By MS/MS	By matching			0	0	0	0	0	0	0.9	0.9	0	0.9	0	0	0	0	0	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				38	12	True	12	69;70;71;72;73	69	69		13;14;15;16;85		992;993;1000;1002;1005	9606
P12235	P12235	1	1	1	ADP/ATP translocase 1	SLC25A4	sp|P12235|ADT1_HUMAN ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	3	3	3	33.064	298	298	0.011628	0.29301												By matching						By MS/MS	By MS/MS	By matching	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	3	3	993450	0	0	0	0	0	0	0	0	0	0	0	144280	0	0	0	0	0	248660	286300	314210	20	49672	0	0	0	0	0	0	0	0	0	0	0	7214.2	0	0	0	0	0	12433	14315	15710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2				39	45	True	46	217;218;219;220	150;151	151					9606
P12724	P12724	1	1	1	Eosinophil cationic protein	RNASE3	sp|P12724|ECP_HUMAN Eosinophil cationic protein OS=Homo sapiens OX=9606 GN=RNASE3 PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	7.5	7.5	7.5	18.385	160	160	0	25.17								By matching				By MS/MS	By MS/MS	By matching	By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	0	0	0	7.5	0	0	0	7.5	7.5	7.5	7.5	0	7.5	7.5	7.5	7.5	8195500	0	0	0	0	0	0	0	121780	0	0	0	1139100	149950	156320	36112	0	1495500	1739500	1790800	1566400	8	1024400	0	0	0	0	0	0	0	15222	0	0	0	142390	18744	19540	4514	0	186940	217430	223850	195800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1566400	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	3	2	3	3	15				40	182	True	185	874;875;876;877;878;879;880;881;882	695;696;697;698;699;700;701;702;703;704;705;706;707;708;709	708					9606
P13804	P13804	1	1	1	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	3	3	3	35.079	333	333	0.014286	0.39483												By matching		By matching	By matching		By matching	By MS/MS	By matching	By matching	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				41	22	True	22	108;109;110;111;112;113;114	89	89		86		295	9606
P16401	P16401	2	1	1	Histone H1.5	HIST1H1B	sp|P16401|H15_HUMAN Histone H1.5 OS=Homo sapiens OX=9606 GN=HIST1H1B PE=1 SV=3	1	2	1	1	1	0	1	0	1	1	0	0	0	0	1	2	2	2	1	0	2	2	2	2	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	12.4	7.1	7.1	22.58	226	226	0	185.26	By MS/MS		By matching		By MS/MS	By MS/MS					By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.1	0	7.1	0	7.1	7.1	0	0	0	0	7.1	12.4	12.4	12.4	7.1	0	12.4	12.4	12.4	12.4	3686700	92192	0	68175	0	89140	79672	0	0	0	0	134530	432340	185350	191590	45356	0	511110	741560	616710	498990	10	368670	9219.2	0	6817.5	0	8914	7967.2	0	0	0	0	13453	43234	18535	19159	4535.6	0	51111	74156	61671	49899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498990	1	0	0	0	2	2	0	0	0	0	3	2	1	1	0	0	2	2	2	2	20				42	56;137	False;True	57;140	262;263;264;265;266;267;268;649;650;651;652;653;654;655;656;657;658;659;660;661	169;170;171;172;173;174;494;495;496;497;498;499;500;501;502;503;504;505;506;507;508;509;510;511;512;513	169;506					9606
P16402	P16402	6	2	2	Histone H1.3	HIST1H1D	sp|P16402|H13_HUMAN Histone H1.3 OS=Homo sapiens OX=9606 GN=HIST1H1D PE=1 SV=2	1	6	2	2	0	0	2	0	1	0	0	0	0	0	0	3	4	4	0	0	6	3	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	1	24.9	10.9	10.9	22.35	221	221	0.030303	1.0515			By matching		By matching							By matching	By matching	By MS/MS			By MS/MS	By matching	By MS/MS	By MS/MS	0	0	5.9	0	5.9	0	0	0	0	0	0	14	21.3	21.3	0	0	24.9	14	21.3	21.3	1796800	0	0	0	0	0	0	0	0	0	0	0	0	108550	117930	0	0	496570	0	622050	451670	10	179680	0	0	0	0	0	0	0	0	0	0	0	0	10855	11793	0	0	49657	0	62205	45167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451670	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	3	2	10				43	5;56;68;69;76;138	False;False;False;False;True;True	5;57;69;70;77;141	30;31;32;33;34;35;36;262;263;264;265;266;267;268;308;309;310;311;312;313;314;315;316;317;318;319;320;336;662;663;664;665;666	19;20;21;22;169;170;171;172;173;174;195;196;197;198;199;200;201;208;514;515;516;517;518;519;520;521;522	22;169;195;199;208;520					9606
P16403;Q02539	P16403	6;1	2;0	2;0	Histone H1.2	HIST1H1C	sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens OX=9606 GN=HIST1H1C PE=1 SV=2	2	6	2	2	2	0	3	0	2	0	0	0	0	0	2	5	5	4	0	0	6	5	6	6	2	0	1	0	1	0	0	0	0	0	2	2	2	1	0	0	2	2	2	2	2	0	1	0	1	0	0	0	0	0	2	2	2	1	0	0	2	2	2	2	24.4	9.9	9.9	21.364	213	213;215	0	35.555	By MS/MS		By matching		By matching						By MS/MS	By MS/MS	By MS/MS	By MS/MS			By MS/MS	By MS/MS	By MS/MS	By MS/MS	9.9	0	16	0	16	0	0	0	0	0	9.9	24.4	24.4	22.1	0	0	24.4	24.4	24.4	24.4	29257000	202720	0	149180	0	177140	0	0	0	0	0	363900	1200300	454860	1244200	0	0	6745700	8463400	8551000	1705100	9	3250800	22524	0	16576	0	19682	0	0	0	0	0	40434	133370	50540	138240	0	0	749520	940380	950110	189450	232680	0	0	0	0	0	0	0	0	0	491320	1654600	616040	0	0	0	5459500	6991100	7155900	2352900	1	0	0	0	0	0	0	0	0	0	3	4	4	5	0	0	5	6	6	4	38				44	5;56;68;69;132;133	False;False;False;False;True;True	5;57;69;70;134;135	30;31;32;33;34;35;36;262;263;264;265;266;267;268;308;309;310;311;312;313;314;315;316;317;318;319;320;601;602;603;604;605;606;607;608;609;610;611;612;613;614;615;616;617;618;619;620;621;622;623	19;20;21;22;169;170;171;172;173;174;195;196;197;198;199;200;201;433;434;435;436;437;438;439;440;441;442;443;444;445;446;447;448;449;450;451;452;453;454;455;456;457;458;459;460;461;462;463;464;465;466;467;468;469;470	22;169;195;199;455;466					9606;9606
P17661	P17661	1	1	1	Desmin	DES	sp|P17661|DESM_HUMAN Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	3	3	3	53.535	470	470	0.011364	0.27599													By matching	By MS/MS	By matching		By MS/MS	By matching	By matching		0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	3	3	3	0	1350100	0	0	0	0	0	0	0	0	0	0	0	0	262930	225420	40625	0	246200	283480	291440	0	32	42191	0	0	0	0	0	0	0	0	0	0	0	0	8216.5	7044.4	1269.5	0	7693.8	8858.8	9107.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2				45	149	True	152	727;728;729;730;731;732	569;570	569					9606
P17707	P17707	1	1	1	S-adenosylmethionine decarboxylase proenzyme;S-adenosylmethionine decarboxylase alpha chain;S-adenosylmethionine decarboxylase beta chain	AMD1	sp|P17707|DCAM_HUMAN S-adenosylmethionine decarboxylase proenzyme OS=Homo sapiens OX=9606 GN=AMD1 PE=1 SV=2	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	4.8	4.8	4.8	38.339	334	334	1	-2		By matching					By MS/MS	By matching		By matching											0	4.8	0	0	0	0	4.8	4.8	0	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			46	157	True	160	765;766;767;768	583	583		87;88		81;84	9606
P20020;P23634;Q01814	P20020;P23634;Q01814	1;1;1	1;1;1	1;1;1	Plasma membrane calcium-transporting ATPase 1;Plasma membrane calcium-transporting ATPase 4;Plasma membrane calcium-transporting ATPase 2	ATP2B1;ATP2B4;ATP2B2	sp|P20020|AT2B1_HUMAN Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1 PE=1 SV=4;sp|P23634|AT2B4_HUMAN Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2;sp|Q01814|AT2B2_HUMAN Plasma mem	3	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.9	0.9	0.9	134.68	1220	1220;1241;1243	0.008	0.13163	By matching		By matching						By matching		By MS/MS										0.9	0	0.9	0	0	0	0	0	0.9	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				47	112	True	113	468;469;470;471	261;262	261	5;6	89	928;929	927	9606;9606;9606
